pl_name, points, dist(pa), ra(deg), dec(deg), magn, mas
Kepler-731 b,1.3677551718242436,1257.1600000,296.3931945,45.5685330,no data,no data,
Kepler-732 b,3,174.8260000,283.7317274,45.9585288,no data,no data,
Kepler-732 c,3,174.8260000,283.7317274,45.9585288,no data,no data,
Kepler-733 b,1.4765596160944998,916.7060000,293.0181882,45.9147063,no data,no data,
Kepler-734 b,1.5020653398422832,1157.2100000,297.0456122,46.0273893,no data,no data,
Kepler-735 b,1.5664773839827688,695.0590000,284.6888328,46.1721391,no data,no data,
Kepler-736 b,1.5334483419589802,1005.4300000,285.3913092,46.1809293,no data,no data,
Kepler-737 b,2,205.1180000,291.8629793,46.4291614,no data,no data,
Kepler-738 b,1.501783367749202,1113.6500000,287.5696516,46.5679011,no data,no data,
Kepler-739 b,1.428316372076415,1370.6500000,290.0679940,46.5791535,no data,no data,
Kepler-74 b,2.833333333333333,1177.5500000,293.0925275,41.3555095,28.90450125970129,0.06632414759458198,
Kepler-740 b,1.471129091577786,1442.0200000,286.4822566,46.6924560,no data,no data,
Kepler-741 b,1.3052700277369882,1661.8700000,289.4317294,46.6174978,no data,no data,
Kepler-742 b,1.7233950883239983,489.2530000,283.8659676,46.7896522,no data,no data,
Kepler-743 b,1.4582573824279985,278.9870000,295.5742300,42.8064255,no data,no data,
Kepler-744 b,1.4301036825169824,449.9640000,296.4960493,47.1827848,no data,no data,
Kepler-745 b,1.3677551718242436,1780.3800000,291.4994412,37.0592571,no data,no data,
Kepler-746 b,1.4765596160944998,,290.6822097,37.3551593,no data,no data,
Kepler-747 b,1.5698587127158556,3347.1600000,288.4165196,41.0298175,no data,no data,
Kepler-748 b,1.3481631277384563,1705.9900000,292.2628779,37.2369732,no data,no data,
Kepler-749 b,1.597125174685566,721.0270000,299.8973341,43.9040667,no data,no data,
Kepler-75 b,2.683875154462037,835.3560000,291.1376203,36.5773443,29.737191651106084,0.09792232293776545,
Kepler-750 b,2.2987012987012987,1296.0200000,289.0968274,44.0043640,no data,no data,
Kepler-750 c,2.2987012987012987,1296.0200000,289.0968274,44.0043640,no data,no data,
Kepler-751 b,1.485056617783553,760.4300000,294.8438103,44.0776872,no data,no data,
Kepler-752 b,1.48892611204169,1232.2900000,292.2681469,37.9556720,no data,no data,
Kepler-753 b,1.8407731247123793,274.7670000,291.9032411,37.9023677,no data,no data,
Kepler-754 b,1.3479359730412805,1770.2700000,293.2541121,37.8461519,no data,no data,
Kepler-755 b,2.586357326987904,399.0340000,296.8609348,41.0973178,no data,no data,
Kepler-755 c,2.586357326987904,399.0340000,296.8609348,41.0973178,no data,no data,
Kepler-756 b,1.5145778114350625,,290.6079736,41.2010940,no data,no data,
Kepler-757 b,1.3302294645826405,1068.6800000,296.6804876,41.3865279,no data,no data,
Kepler-758 b,4.284521515735388,1502.3200000,293.0846115,41.1354049,no data,no data,
Kepler-758 c,4.284521515735388,1502.3200000,293.0846115,41.1354049,no data,no data,
Kepler-758 d,4.284521515735388,1502.3200000,293.0846115,41.1354049,no data,no data,
Kepler-758 e,4.284521515735388,1502.3200000,293.0846115,41.1354049,no data,no data,
Kepler-759 b,1.3651877133105803,1073.4800000,290.1314231,41.3814345,no data,no data,
Kepler-76 b,2.339504538148108,822.9600000,294.1921185,39.6189727,24.860565560567935,0.033294449304947994,
Kepler-760 b,2.503194287861706,792.3360000,287.5931997,44.1794278,no data,no data,
Kepler-760 c,2.503194287861706,792.3360000,287.5931997,44.1794278,no data,no data,
Kepler-761 b,1.4020329477742728,830.7070000,290.5035990,44.1436249,no data,no data,
Kepler-762 b,1.3458950201884252,1898.2600000,291.2756631,47.3295107,no data,no data,
Kepler-763 b,3.5485869144405733,962.4590000,292.1445534,47.1573604,no data,no data,
Kepler-763 c,3.6003200640128026,962.4590000,292.1445534,47.1573604,33.65879530850136,0.048417646881581455,
Kepler-763 d,3.6003200640128026,962.4590000,292.1445534,47.1573604,33.97517138063739,0.06587293588610009,
Kepler-764 b,1.4396256973186972,1047.8400000,297.3931183,47.1645814,no data,no data,
Kepler-765 b,1.3557024233180817,1076.2800000,283.1846044,47.1557114,no data,no data,
Kepler-766 b,1.335113484646195,2297.6200000,293.1845144,37.9698357,no data,no data,
Kepler-767 b,1.4049877063575693,2251.0300000,291.5791562,38.0358066,no data,no data,
Kepler-768 b,1.5661707126076743,784.5600000,294.1156858,38.3934378,no data,no data,
Kepler-769 b,2.29324280633689,1169.5700000,292.7130925,38.3581685,no data,no data,
Kepler-769 c,2.29324280633689,1169.5700000,292.7130925,38.3581685,no data,no data,
Kepler-77 b,2.949275362318841,639.4110000,289.6079433,44.3454347,27.37258935468089,0.0703929084735796,
Kepler-770 b,3.4290818149339053,930.4570000,286.4904589,38.3748720,no data,no data,
Kepler-770 c,3.4290818149339053,930.4570000,286.4904589,38.3748720,no data,no data,
Kepler-770 d,3.4290818149339053,930.4570000,286.4904589,38.3748720,no data,no data,
Kepler-771 b,1.3545546901456147,1393.8500000,287.4441104,38.0884183,no data,no data,
Kepler-772 b,1.400070003500175,1130.2100000,291.4235820,38.2165603,no data,no data,
Kepler-773 b,1.3675213675213675,547.0260000,290.8846217,38.0575539,no data,no data,
Kepler-774 b,1.2494143370295174,917.8040000,291.0318604,38.2118940,no data,no data,
Kepler-775 b,1.463057790782736,398.6760000,291.4332781,41.7033162,no data,no data,
Kepler-776 b,1.5775981068822718,727.9040000,287.2726117,41.6356009,no data,no data,
Kepler-777 b,1.9787286668315607,443.1060000,282.7241098,44.3465098,no data,no data,
Kepler-778 b,1.5680125441003527,938.1680000,287.4774867,44.2374702,no data,no data,
Kepler-779 b,2,283.1550000,285.6285208,44.3107855,no data,no data,
Kepler-78 b,5.02124425115109,124.3760000,293.7419543,44.4482521,26.20621636484743,0.07244162861002124,
Kepler-780 b,1.3867221355520887,557.6520000,281.7663511,44.2924898,no data,no data,
Kepler-781 b,1.5497869043006587,1064.4700000,287.6535874,47.4147762,no data,no data,
Kepler-782 b,1.3635588886995058,446.8440000,288.8682460,47.7594700,no data,no data,
Kepler-783 b,2.449012859989132,516.0900000,291.0628615,47.4847890,no data,no data,
Kepler-783 c,2.4783359111815786,516.0900000,291.0628615,47.4847890,no data,no data,
Kepler-784 b,2.4099400775467044,1303.7200000,295.9206663,47.4486164,no data,no data,
Kepler-784 c,2.409443269908386,1303.7200000,295.9206663,47.4486164,33.13834718886896,0.10040499493756327,
Kepler-785 b,1.6881198565098121,642.0510000,292.0683108,38.8422004,no data,no data,
Kepler-786 b,1.6535758577924762,485.3180000,293.7439223,38.9392217,no data,no data,
Kepler-787 b,1.8832391713747645,503.5680000,291.6924773,38.5729105,no data,no data,
Kepler-788 b,1.298912161065108,1775.8000000,290.0004154,38.5398551,no data,no data,
Kepler-789 b,1.362862010221465,1480.1600000,295.9751549,38.9466396,no data,no data,
Kepler-79 b,5.795756397797215,1020.7200000,300.5171067,44.3815508,31.78858938174308,0.11462497060898189,
Kepler-79 c,5.574805998907169,1020.7200000,300.5171067,44.3815508,32.65580078023965,0.1832040128536719,
Kepler-79 d,4.646869034731143,1020.7200000,300.5171067,44.3815508,32.16415181909733,0.28117407320322907,
Kepler-79 e,5.30560032354495,1020.7200000,300.5171067,44.3815508,34.36811683552952,0.3781644329492907,
Kepler-790 b,1.5360983102918586,703.1680000,286.9171489,38.8722123,no data,no data,
Kepler-791 b,1.2533291555694814,1266.3400000,293.5958044,39.0294267,no data,no data,
Kepler-792 b,1.3398090772064981,1425.4700000,292.0068239,38.8207001,no data,no data,
Kepler-793 b,1.392515230635335,985.6990000,295.2167334,38.7744269,no data,no data,
Kepler-794 b,1.3700976194553862,931.1920000,288.1336793,38.9968923,no data,no data,
Kepler-795 b,1.420706801633813,492.1220000,291.0189951,38.5455728,no data,no data,
Kepler-796 b,1.461187214611872,817.5840000,287.3078999,39.1447097,no data,no data,
Kepler-797 b,1.408450704225352,1315.2600000,297.2089078,41.7816450,no data,no data,
Kepler-798 b,1.2853470437017995,972.2740000,292.4782785,42.1422821,no data,no data,
Kepler-799 b,2.408202781200493,,287.1748966,44.8784754,no data,no data,
Kepler-799 c,2.4316392269148173,,287.1748966,44.8784754,no data,no data,
Kepler-8 b,2.7876227265411235,1021.8700000,281.2881335,42.4510975,26.08704088128655,0.046385548063843735,
Kepler-80 b,8.99027894372852,369.4510000,296.1125759,39.9787451,32.268626169496734,0.1753953839616079,
Kepler-80 c,8.262114537444933,369.4510000,296.1125759,39.9787451,32.64818054081218,0.21437213595307633,
Kepler-80 d,8.863722537444934,369.4510000,296.1125759,39.9787451,32.27256499228814,0.10068994264462675,
Kepler-80 e,10.245649646403772,369.4510000,296.1125759,39.9787451,32.77811499430186,0.13289989741535413,
Kepler-80 f,6.762114537444933,369.4510000,296.1125759,39.9787451,31.144570838815866,0.04736758054518732,
Kepler-80 g,9.439148030267901,369.4510000,296.1125759,39.9787451,no data,no data,
Kepler-800 b,1.5051740357478833,1019.2600000,286.5747697,44.7951858,no data,no data,
Kepler-801 b,1.8038331454340473,440.4260000,286.0751815,44.6646277,no data,no data,
Kepler-802 b,1.452696568004358,780.5850000,286.0157998,45.0077413,no data,no data,
Kepler-803 b,1.3515796587261362,639.7710000,299.2216728,44.6939033,no data,no data,
Kepler-804 b,2.375279353618704,649.6500000,293.3722109,44.7851812,no data,no data,
Kepler-804 c,2.375279353618704,649.6500000,293.3722109,44.7851812,no data,no data,
Kepler-805 b,1.3089005235602094,638.4900000,293.2300178,45.0533640,no data,no data,
Kepler-806 b,1.3864818024263432,361.8960000,296.0071956,44.8535698,no data,no data,
Kepler-808 b,1.7193208682570384,,291.5941514,48.4454907,no data,no data,
Kepler-809 b,1.3951866062085805,961.4050000,289.0836324,48.0180689,no data,no data,
Kepler-81 b,2,348.2910000,293.6369437,42.8248275,no data,no data,
Kepler-81 c,2,348.2910000,293.6369437,42.8248275,no data,no data,
Kepler-81 d,3.7777777777777777,348.2910000,293.6369437,42.8248275,35.49343044362374,0.3675087785788321,
Kepler-810 b,1.3785972772703774,1458.5900000,296.6148615,48.0825642,no data,no data,
Kepler-811 b,1.3920306246737428,985.0410000,285.4241593,47.8345586,no data,no data,
Kepler-812 b,1.183256914657595,1482.7400000,288.8552821,48.2085170,no data,no data,
Kepler-813 b,1.3930001741250218,,285.6626752,48.4353251,no data,no data,
Kepler-814 b,1.2982797792924374,2055.7700000,284.9105256,48.4315896,no data,no data,
Kepler-815 b,1.5910898965791567,1259.2800000,285.2211238,47.8813037,no data,no data,
Kepler-816 b,1.513431706394249,983.6970000,293.3628165,39.2124394,no data,no data,
Kepler-817 b,1.364954785872718,1484.4600000,296.0818498,39.1616140,no data,no data,
Kepler-818 b,1.4189428875487762,925.0370000,296.2351072,39.3702865,no data,no data,
Kepler-819 b,1.5154385300246258,664.3060000,295.3708312,39.1772925,no data,no data,
Kepler-82 b,5.5,904.3260000,292.8733696,42.9661583,33.32675598071967,0.1861054531219936,
Kepler-82 c,5.462357446450364,904.3260000,292.8733696,42.9661583,33.703074770591165,0.2903820082580839,
Kepler-82 d,5.473839351510685,904.3260000,292.8733696,42.9661583,31.661835700368886,0.03759706123676639,
Kepler-82 e,5.473839351510685,904.3260000,292.8733696,42.9661583,32.277525427936226,0.06966514287989066,
Kepler-82 f,4,904.3260000,292.8733696,42.9661583,no data,0.3754177144082997,
Kepler-820 b,1.2779552715654952,1387.2000000,291.0201523,39.2206091,no data,no data,
Kepler-821 b,1.541128876902331,614.5710000,285.6173937,39.3794684,no data,no data,
Kepler-822 b,1.349527665317139,860.3910000,292.2760929,39.5501136,no data,no data,
Kepler-823 b,1.417685628211944,1389.2700000,284.5825682,39.2201737,no data,no data,
Kepler-824 b,1.3256006628003314,1201.4000000,290.4774060,39.7319975,no data,no data,
Kepler-825 b,2.3386880856760373,807.8500000,294.7698250,39.3984081,no data,no data,
Kepler-825 c,2.3386880856760373,807.8500000,294.7698250,39.3984081,no data,no data,
Kepler-826 b,1.3160059220266491,779.5960000,284.8601128,39.2405076,no data,no data,
Kepler-827 b,1.4280614066404855,2046.6800000,294.9660027,42.7085608,no data,no data,
Kepler-828 b,1.5876165905933717,575.3220000,286.8872555,42.4712271,no data,no data,
Kepler-829 b,1.404001404001404,1073.7600000,282.3328312,42.4638125,no data,no data,
Kepler-83 b,2,400.4090000,282.2325197,43.6655662,no data,no data,
Kepler-83 c,2,400.4090000,282.2325197,43.6655662,no data,no data,
Kepler-83 d,3.721170395869191,400.4090000,282.2325197,43.6655662,33.3571496778052,0.12736976441588477,
Kepler-830 b,1.3251615040583071,,295.0542380,42.7568316,no data,no data,
Kepler-831 b,1.3956734124214933,593.5400000,294.9855607,42.7277355,no data,no data,
Kepler-832 b,1.4295925661186561,1688.1200000,295.9261101,45.3838690,no data,no data,
Kepler-833 b,1.8437427978796959,467.3700000,290.4799052,45.6005798,no data,no data,
Kepler-834 b,1.7566974088713219,633.9370000,287.0544674,45.1803351,no data,no data,
Kepler-835 b,1.3436345314074571,2406.3300000,283.5742181,45.7348003,no data,no data,
Kepler-836 b,1.3570822731128074,980.0350000,287.4527659,45.7043964,no data,no data,
Kepler-837 b,1.4806588932074773,901.9070000,285.2467607,45.9501100,no data,no data,
Kepler-838 b,1.3864818024263432,1104.0400000,285.4354695,45.9759590,no data,no data,
Kepler-839 b,1.3205678441729944,944.5610000,291.0746840,45.2425440,no data,no data,
Kepler-84 b,4,1023.9000000,298.2520208,40.4960842,no data,no data,
Kepler-84 c,4,1023.9000000,298.2520208,40.4960842,no data,no data,
Kepler-84 d,5.326479854087216,1023.9000000,298.2520208,40.4960842,32.913928733134455,0.050786209590780354,
Kepler-84 e,5.326479854087216,1023.9000000,298.2520208,40.4960842,34.246833581458475,0.17677507569098544,
Kepler-84 f,5.326479854087216,1023.9000000,298.2520208,40.4960842,35.3108940862158,0.244164469186444,
Kepler-841 b,1.5026296018031555,998.9610000,284.2513637,48.8095962,no data,no data,
Kepler-842 b,1.6501650165016502,532.7260000,292.3285976,49.6535171,no data,no data,
Kepler-843 b,1.3722126929674099,1165.6600000,296.3219786,48.9714373,no data,no data,
Kepler-844 b,1.937984496124031,431.7760000,287.8578541,48.7739646,no data,no data,
Kepler-845 b,1.6283329940972928,431.0510000,290.9576363,49.2037262,no data,no data,
Kepler-846 b,1.4339487363326762,1127.1200000,287.0570731,49.0460112,no data,no data,
Kepler-847 b,1.6194331983805668,513.1030000,283.5048144,49.4509371,no data,no data,
Kepler-848 b,1.404741000877963,1378.4700000,293.2882949,48.8116114,no data,no data,
Kepler-849 b,6.132302359519716,822.1340000,290.8517961,48.5213243,33.73251553987217,1.3829862285223575,
Kepler-85 b,5.953171546901112,765.0250000,290.9734395,45.2902761,no data,no data,
Kepler-85 c,5.953171546901112,765.0250000,290.9734395,45.2902761,no data,no data,
Kepler-85 d,4.471670345842531,765.0250000,290.9734395,45.2902761,35.1771179782627,0.16992908728472925,
Kepler-85 e,4.471670345842531,765.0250000,290.9734395,45.2902761,35.54522686420665,0.21306493251854516,
Kepler-850 b,1.3486176668914363,1661.2800000,293.0844515,48.5753645,no data,no data,
Kepler-851 b,1.466544454628781,839.2550000,294.6802199,49.1401106,no data,no data,
Kepler-852 b,1.3114754098360655,1619.0300000,297.3915863,48.5606875,no data,no data,
Kepler-853 b,1.2598425196850394,568.6760000,283.9367810,49.1102748,no data,no data,
Kepler-855 b,1.3710368466152527,1506.5800000,295.0949565,43.5375650,no data,no data,
Kepler-856 b,1.4453477868112015,1351.1700000,289.6038379,46.3149097,no data,no data,
Kepler-857 b,1.3857613026156244,983.5020000,294.6323978,43.4004526,no data,no data,
Kepler-858 b,1.4151777817088271,298.5320000,288.8488552,51.2090375,no data,no data,
Kepler-859 b,1.593625498007968,839.9030000,286.7418337,43.1901197,no data,no data,
Kepler-860 b,1.3708019191226868,1056.3600000,295.5772681,46.2547028,no data,no data,
Kepler-861 b,1.5851000594412523,850.3270000,292.3539624,46.2262465,no data,no data,
Kepler-862 b,1.5000937558597411,1039.0300000,297.7792466,46.4926688,no data,no data,
Kepler-863 b,1.4089468122578372,1499.6600000,297.6644677,43.2489903,no data,no data,
Kepler-864 b,2.3903371567605145,2022.9000000,285.0570943,46.3206074,no data,no data,
Kepler-864 c,2.2876227265411235,2022.9000000,285.0570943,46.3206074,32.87404918881204,0.018883780710860644,
Kepler-865 b,2.436265709156194,586.1370000,297.7242257,43.5272796,no data,no data,
Kepler-865 c,2.4705882352941178,586.1370000,297.7242257,43.5272796,33.92800658879592,0.10407123249342731,
Kepler-866 b,1.6838560303094086,646.6670000,290.1222112,43.0854070,no data,no data,
Kepler-867 b,1.4437827107020393,1195.5400000,287.2852554,51.2499499,no data,no data,
Kepler-868 b,1.4250089063056643,1593.1300000,282.3635315,46.6752384,no data,no data,
Kepler-869 b,1.4124293785310735,939.4550000,289.4245955,50.9941198,no data,no data,
Kepler-87 b,6.269575612671847,1232.9000000,297.9168433,46.9651146,32.55497308047628,0.39013707518857976,
Kepler-87 c,5.714535589764521,1232.9000000,297.9168433,46.9651146,35.00319907096898,0.5483007543190851,
Kepler-870 b,1.3658869728529963,1259.4600000,295.4025625,50.4785992,no data,no data,
Kepler-871 b,1.3348907058234607,1976.0500000,294.5270634,43.3681317,no data,no data,
Kepler-872 b,1.3554727211114876,879.6830000,295.4174725,43.6056117,no data,no data,
Kepler-873 b,1.298069122180756,1182.2200000,296.4031319,51.2712773,no data,no data,
Kepler-874 b,1.3289036544850499,1082.1600000,294.9568477,43.0142991,no data,no data,
Kepler-875 b,1.342732460557234,1242.6200000,297.3012497,43.1418313,no data,no data,
Kepler-876 b,1.5810276679841897,820.9130000,283.4781717,43.3837235,no data,no data,
Kepler-877 b,1.5206234556168028,602.1760000,289.8591023,46.5227429,no data,no data,
Kepler-878 b,1.5860428231562251,791.6250000,285.2962562,46.6034497,no data,no data,
Kepler-879 b,1.3812154696132597,802.6720000,295.8065515,50.9097521,no data,no data,
Kepler-88 d,3.4635931211123308,376.8630000,291.1481028,40.6694130,no data,no data,
Kepler-880 b,2.183256914657595,601.3240000,281.9712347,43.6727839,no data,no data,
Kepler-880 c,2.1594202898550723,601.3240000,281.9712347,43.6727839,30.093565837980265,0.20222043357657438,
Kepler-881 b,1.342056701895655,1375.1800000,288.9925529,46.6706513,no data,no data,
Kepler-882 b,1.4609203798392987,504.6050000,294.6500256,43.3356106,no data,no data,
Kepler-883 b,1.3080444735120995,627.4550000,286.4337260,50.3002266,no data,no data,
Kepler-884 b,1.3998250218722659,476.7330000,292.5844328,49.9232012,no data,no data,
Kepler-885 b,1.2930337805075158,651.3180000,288.6615682,49.7371538,no data,no data,
Kepler-886 b,1.3119055428009183,711.2970000,286.2717162,43.5952037,no data,no data,
Kepler-887 b,2.2915724895059735,886.5880000,290.0907893,39.8169085,no data,no data,
Kepler-887 c,2.2915724895059735,886.5880000,290.0907893,39.8169085,no data,no data,
Kepler-888 b,1.3617021276595744,420.8170000,295.5212866,49.7386804,no data,no data,
Kepler-889 b,1.342056701895655,598.3130000,291.4674540,50.7595597,no data,no data,
Kepler-890 b,1.3436345314074571,1712.1200000,288.4357180,43.7634712,no data,no data,
Kepler-891 b,1.3589264481059962,2340.5800000,291.0837644,40.3552252,no data,no data,
Kepler-892 b,1.6852749104697704,570.7270000,283.1296399,43.8880983,no data,no data,
Kepler-893 b,1.3745704467353952,1285.5900000,284.9630591,43.9130282,no data,no data,
Kepler-894 b,1.427806532214885,1162.9100000,288.7340513,46.9393630,no data,no data,
Kepler-895 b,1.853997682502897,540.1340000,289.2906978,51.4089936,no data,no data,
Kepler-896 b,2.520334473584189,2334.9300000,282.4391402,43.7344291,no data,no data,
Kepler-896 c,4.624721160114884,2334.9300000,282.4391402,43.7344291,34.34544470464917,0.07674748279391674,
Kepler-897 b,1.3700976194553862,1519.2500000,290.5867992,51.6957731,no data,no data,
Kepler-898 b,1.894387875917594,484.8910000,286.5854116,46.8708877,no data,no data,
Kepler-899 b,1.4298480786416443,1246.4300000,297.4825612,40.6807412,no data,no data,
Kepler-9 b,4.885521302390025,628.2570000,285.5739904,38.4008192,30.219214981540585,0.22761385865975228,
Kepler-9 c,4.759467484136912,628.2570000,285.5739904,38.4008192,31.278379929059327,0.3613171043060404,
Kepler-9 d,3.3848018002423403,628.2570000,285.5739904,38.4008192,30.141901441931935,0.04345355483504362,
Kepler-90 i,8.330008312551954,848.2540000,284.4334642,49.3051239,no data,no data,
Kepler-900 b,1.6542597187758479,487.5250000,296.1772720,46.9989635,no data,no data,
Kepler-901 b,1.9120458891013383,253.8670000,291.1528056,40.8876814,no data,no data,
Kepler-902 b,1.4166814237648309,1165.3400000,289.7317067,46.9538750,no data,no data,
Kepler-903 b,2.407954945441746,1369.2400000,288.7710137,40.6641771,no data,no data,
Kepler-903 c,2.407954945441746,1369.2400000,288.7710137,40.6641771,no data,no data,
Kepler-904 b,1.2987012987012987,978.1250000,288.8229001,40.3890100,no data,no data,
Kepler-905 b,1.4649331624244644,529.2680000,290.0511468,46.7134077,no data,no data,
Kepler-906 b,1.3256006628003314,757.7910000,291.4055614,40.1254254,no data,no data,
Kepler-907 b,1.3101867016049786,,285.4764959,41.6326615,no data,no data,
Kepler-908 b,1.3393604553825549,290.8430000,295.3225434,39.3764624,no data,no data,
Kepler-909 b,1.2999675008124796,309.5960000,289.5063796,45.3709728,no data,no data,
Kepler-91 b,3.258241758241758,1294.6900000,285.6729033,44.1167513,26.218175323845003,0.056461392302404434,
Kepler-910 b,1.2841091492776886,400.2890000,296.0472937,42.7429414,no data,no data,
Kepler-911 b,1.3089005235602094,556.1680000,298.5891948,40.7506921,no data,no data,
Kepler-912 b,1.333777925975325,2004.7200000,298.1111779,41.7583240,no data,no data,
Kepler-913 b,2.7068487305312567,991.6180000,297.5830564,41.9523531,no data,no data,
Kepler-913 c,2.3183915622940012,991.6180000,297.5830564,41.9523531,no data,no data,
Kepler-914 b,1.36123872724179,753.7230000,290.4120774,44.8993227,no data,no data,
Kepler-915 b,1.2959663048760732,849.0360000,290.5921293,45.7372184,no data,no data,
Kepler-916 b,1.524390243902439,830.7120000,290.9833818,45.9733334,no data,no data,
Kepler-917 b,1.4765596160944998,3460.5100000,299.0512562,47.9492677,no data,no data,
Kepler-918 b,1.3271400132714002,1025.0300000,298.2007268,48.2677925,no data,no data,
Kepler-919 b,1.3086864060199574,1119.8700000,298.1147862,48.4943834,no data,no data,
Kepler-92 b,3.9198662830482114,477.9920000,289.0860607,41.5630224,no data,no data,
Kepler-92 c,3.5,477.9920000,289.0860607,41.5630224,no data,no data,
Kepler-92 d,3.3549355220058468,477.9920000,289.0860607,41.5630224,no data,no data,
Kepler-920 b,2.4806588932074773,1001.6800000,284.2969363,49.1585983,no data,no data,
Kepler-920 c,2.4806588932074773,1001.6800000,284.2969363,49.1585983,no data,no data,
Kepler-921 b,1.4126787921596327,934.4900000,284.6162253,49.1907438,no data,no data,
Kepler-922 b,1.4106859460412626,536.3230000,284.7316084,49.5331490,no data,no data,
Kepler-923 b,1.3360053440213762,1000.2800000,294.1710831,40.0551372,no data,no data,
Kepler-924 b,1.2972271769093562,1053.0400000,290.6685136,40.3977086,no data,no data,
Kepler-925 b,1.7119623368285897,611.1150000,290.1065581,40.4906242,no data,no data,
Kepler-926 b,1.3778849466069583,921.3610000,289.6793396,40.7004265,no data,no data,
Kepler-927 b,1.3930001741250218,831.6850000,289.3834807,41.3926651,no data,no data,
Kepler-928 b,1.702127659574468,508.8090000,289.9206760,41.5427758,no data,no data,
Kepler-929 b,1.3630942238882262,1311.2300000,298.4811022,41.6152603,no data,no data,
Kepler-93 b,5.203197944432978,95.9115000,291.4181275,38.6723124,27.89986114758714,0.5570760544877308,
Kepler-93 c,2.411183630269889,95.9115000,291.4181275,38.6723124,no data,no data,
Kepler-930 b,1.2628255722178374,848.3960000,298.3144494,42.2473698,no data,no data,
Kepler-931 b,1.5264262545315779,,297.1326937,42.7682885,no data,no data,
Kepler-932 b,1.5006565372350402,465.6120000,296.9520797,43.2720233,no data,no data,
Kepler-933 b,1.4964459408903854,1017.2000000,289.5685257,43.5385438,no data,no data,
Kepler-934 b,1.5996800639872026,608.7380000,290.2884494,43.7552623,no data,no data,
Kepler-935 b,1.6563146997929608,471.7820000,295.0217193,46.6192011,no data,no data,
Kepler-936 b,1.459321415541773,823.3990000,293.5777958,46.7362953,no data,no data,
Kepler-937 b,2.312551271534044,1571.4600000,294.1688142,46.7146161,no data,no data,
Kepler-937 c,2.312551271534044,1571.4600000,294.1688142,46.7146161,no data,no data,
Kepler-938 b,1.4458702331465751,1182.0500000,294.7890593,46.9839352,no data,no data,
Kepler-939 b,1.4622555291537196,2093.6200000,293.8656181,47.0268148,no data,no data,
Kepler-94 b,4.173290106672244,191.9040000,281.1947316,47.4972606,no data,no data,
Kepler-94 c,2.673290106672244,191.9040000,281.1947316,47.4972606,no data,no data,
Kepler-940 b,1.3867221355520887,1260.7800000,294.2413053,47.2759642,no data,no data,
Kepler-941 b,1.4443040259974724,1088.3600000,294.3262617,47.2175461,no data,no data,
Kepler-942 b,1.6457519029006378,216.3540000,294.9550809,44.1499518,no data,no data,
Kepler-943 b,1.4255167498218104,2300.5300000,284.2739322,41.5349809,no data,no data,
Kepler-944 b,1.4790164540580515,1349.4300000,293.6012911,42.3797910,no data,no data,
Kepler-945 b,1.3990905911157747,1651.2500000,291.2697354,42.0960305,no data,no data,
Kepler-946 b,1.412180052956752,1137.2900000,300.9295551,44.0286710,no data,no data,
Kepler-947 b,1.4524328249818446,1730.7800000,294.3667312,42.2526408,no data,no data,
Kepler-948 b,1.408698714562423,868.0170000,293.3002774,41.5233244,no data,no data,
Kepler-949 b,2.4806588932074773,486.1050000,298.6079128,46.4536600,no data,no data,
Kepler-949 c,4.4578943828182656,486.1050000,298.6079128,46.4536600,33.188839069190536,0.28676931938572936,
Kepler-95 b,2.903755044744692,445.6560000,284.4824281,44.3978910,no data,no data,
Kepler-950 b,1.3658869728529963,2161.6000000,287.9565768,41.1302834,no data,no data,
Kepler-951 b,1.6549441456350849,382.5090000,287.7375794,38.1146488,no data,no data,
Kepler-952 b,1.3961605584642234,1304.2500000,285.3718781,41.9938697,no data,no data,
Kepler-953 b,2.477104874446086,258.8930000,288.9716297,44.6246451,no data,no data,
Kepler-953 c,2.477104874446086,258.8930000,288.9716297,44.6246451,no data,no data,
Kepler-954 b,1.6032064128256514,215.8140000,295.8594318,47.9396001,no data,no data,
Kepler-955 b,1.4953271028037383,550.3830000,288.4714969,40.2698157,no data,no data,
Kepler-956 b,1.3245033112582782,544.9390000,292.5308289,49.0616555,no data,no data,
Kepler-957 b,1.611928269192021,824.6880000,290.1563633,48.8189710,no data,no data,
Kepler-958 b,1.4757424829367276,449.7730000,287.2566578,46.0667247,no data,no data,
Kepler-959 b,0,807.7290000,292.1711850,40.8113849,no data,no data,
Kepler-96 b,3.7949033719326204,122.8810000,297.0698263,40.5252039,no data,no data,
Kepler-960 b,1.6824395373291272,284.9160000,281.4572217,46.7465538,no data,no data,
Kepler-961 b,1.4331780723754926,574.3140000,282.0354942,43.6312491,no data,no data,
Kepler-962 b,1.4603870025556773,411.4860000,295.3131906,46.2375024,no data,no data,
Kepler-963 b,1.4649331624244644,771.4940000,296.7529742,45.0411049,no data,no data,
Kepler-964 b,1.4741109268472452,454.6260000,295.3000650,40.5565792,no data,no data,
Kepler-965 b,1.3591573224600748,582.8280000,298.5153169,41.8912305,no data,no data,
Kepler-966 b,1.36986301369863,1027.8000000,297.2705760,50.1218365,no data,no data,
Kepler-967 b,2.544998068752414,568.5460000,286.5580128,38.4052418,no data,no data,
Kepler-967 c,2.544998068752414,568.5460000,286.5580128,38.4052418,no data,no data,
