pl_name, points, dist(pa), ra(deg), dec(deg), magn, mas
Kepler-197 b,4.3324450366422385,330.5750000,295.2264739,50.5592348,30.73606284007527,0.18150192845798988,
Kepler-197 c,4.3324450366422385,330.5750000,295.2264739,50.5592348,31.209994436966277,0.27225289268698477,
Kepler-197 d,4.3324450366422385,330.5750000,295.2264739,50.5592348,31.834243100555554,0.3599788247750132,
Kepler-197 e,4.3324450366422385,330.5750000,295.2264739,50.5592348,33.16731972559966,0.4961052711185056,
Kepler-1972 b,3.841038621577964,287.3390000,288.3953074,39.8725067,no data,no data,
Kepler-1972 c,4.066140630756323,287.3390000,288.3953074,39.8725067,no data,no data,
Kepler-1976 b,1.4005602240896358,1314.5100000,292.1670600,48.7275345,28.88497136633942,0.0429817954979422,
Kepler-1977 b,1.6649323621227887,592.7110000,290.6178587,37.2891002,33.492948353077836,0.08199611615104156,
Kepler-1978 b,1.523519329651495,865.5120000,286.0067312,38.0095407,33.275482118812924,0.10560223312906118,
Kepler-1979 b,1.3463480309660047,1076.2700000,289.8429062,38.3096220,28.964858032610437,0.12849935425125666,
Kepler-198 b,3.435235019734481,495.3580000,290.6731326,38.6910045,32.132418383648655,0.26445520209626167,
Kepler-198 c,3.435235019734481,495.3580000,290.6731326,38.6910045,33.90032150107457,0.522854178190319,
Kepler-198 d,3.4194464158978,495.3580000,290.6731326,38.6910045,no data,no data,
Kepler-1980 b,3.3588492210038283,1709.4000000,295.1672065,38.6370390,35.85505587054707,0.11986661986661985,
Kepler-1981 b,4.231164715434378,659.3950000,287.9754691,38.7402988,34.468250604870455,2.015787198871693,
Kepler-1982 b,1.289906481780071,558.8550000,287.4099905,39.6586267,31.9189583217778,0.09143695591879826,
Kepler-1983 b,1.557935735150925,424.4280000,297.0420150,39.9121864,31.985623951374677,0.16233613239465824,
Kepler-1984 b,2,,291.2850446,40.7300225,29.02245667268528,no data,
Kepler-1985 b,1.48975791433892,,293.5663715,42.1325825,31.703226156514624,no data,
Kepler-1986 b,3.3743436944713934,912.0850000,292.9582727,42.8548909,34.973376364003144,0.1432980478793095,
Kepler-1987 b,4.677500524218914,595.6830000,295.8254663,42.9433716,32.652917489691816,0.05338409858935038,
Kepler-1987 c,4.677500524218914,595.6830000,295.8254663,42.9433716,33.12318861725633,0.07168242169073148,
Kepler-1987 d,4.677500524218914,595.6830000,295.8254663,42.9433716,32.24907980504055,0.09585635312741844,
Kepler-1987 e,6.417780462010516,595.6830000,295.8254663,42.9433716,33.59210847921699,0.12842401075739948,
Kepler-1988 b,1.3260401127134096,513.4260000,298.6738034,43.7955099,31.398837060440844,0.20217129635039907,
Kepler-1989 b,1.3262599469496021,1252.1300000,290.7351869,44.0912620,30.89331097519223,0.07331507111881354,
Kepler-199 b,2.4174344436569806,521.0540000,295.5594278,40.2362490,32.43879093660457,0.30323152686669713,
Kepler-199 c,2.4174344436569806,521.0540000,295.5594278,40.2362490,33.84832605516429,0.6064630537333943,
Kepler-1990 b,2.3910624239262734,392.7390000,299.7047433,44.4357068,26.76839884931043,0.07282189953124085,
Kepler-1990 c,2.3910624239262734,392.7390000,299.7047433,44.4357068,30.615329750731796,0.12832950127183704,
Kepler-1991 b,2.4603870025556773,855.8200000,285.0360506,45.0709909,34.46146881209955,0.12444205557243346,
Kepler-1991 c,4.225371229685015,855.8200000,285.0360506,45.0709909,34.032258601508524,0.17854221682129418,
Kepler-1992 b,3.242832033283454,532.9550000,295.0902409,45.0811045,34.44717304117037,0.21934309650908612,
Kepler-1993 b,1.5506881178522969,1031.9100000,293.7968548,45.1607261,31.91643096640509,0.18829161457879076,
Kepler-1994 b,1.4558689717925386,241.9910000,297.1487941,46.2969247,32.206835914480905,0.21901640970118721,
Kepler-1995 b,4.574773513620999,595.3310000,284.3427250,46.3165907,35.0375104042265,0.5474265576628801,
Kepler-1996 b,5.601316727564388,440.5610000,285.2537555,46.5822183,34.715816954066504,0.40607316580450836,
Kepler-1996 c,5.746724890829695,440.5610000,285.2537555,46.5822183,35.76610849179076,0.8189558313150733,
Kepler-1997 b,1.2872083668543846,1502.3400000,297.4808253,46.5891373,35.07201635882503,0.12081153400694916,
Kepler-1998 b,1.4184397163120568,340.9650000,283.4291536,47.5923973,31.999826311121765,0.11878051999472088,
Kepler-1999 b,3.7550472767952323,701.2550000,282.3705675,48.2592340,33.2257756064761,0.1016748543682398,
Kepler-20 b,8.57726493406058,282.5630000,287.6979913,42.3385782,29.776967678313643,0.16155689173741786,
Kepler-20 c,8.871788659113017,282.5630000,287.6979913,42.3385782,30.272194056742073,0.3312535611527341,
Kepler-20 d,12.072493289396608,282.5630000,287.6979913,42.3385782,33.34758446063921,1.2294603327399554,
Kepler-20 e,9.41215229021359,282.5630000,287.6979913,42.3385782,32.17228882304619,0.2254364513400552,
Kepler-20 f,9.188442411792538,282.5630000,287.6979913,42.3385782,33.5405050104107,0.49086398431500233,
Kepler-20 g,8.591365154998645,282.5630000,287.6979913,42.3385782,no data,0.7272714403513553,
Kepler-200 b,2.4089468122578372,665.9120000,284.4099503,41.2374928,31.918859364732675,0.1201359939451459,
Kepler-200 c,2.4089468122578372,665.9120000,284.4099503,41.2374928,32.80953437256101,0.13515299318828913,
Kepler-2000 b,5.111320754716981,320.5880000,285.5743032,49.9621218,32.32317578960817,0.17530288095624288,
Kepler-2000 c,6,320.5880000,285.5743032,49.9621218,35.22180101894622,0.383046152694424,
Kepler-2001 b,2.5744932099980318,776.5500000,291.6594558,50.5838585,32.481471881280704,0.025368617603502674,
Kepler-2001 c,4.448865069294515,776.5500000,291.6594558,50.5838585,34.96909691805311,0.1395917841735883,
Kepler-201 b,2.3190436933223415,636.4450000,293.6260590,41.2728004,32.36482215488122,0.274964843780688,
Kepler-201 c,2.3190436933223415,636.4450000,293.6260590,41.2728004,34.620856256761044,0.9003134599219098,
Kepler-202 b,2.713796058269066,285.1110000,282.9734874,41.3217991,31.496431993823574,0.15783326493891853,
Kepler-202 c,2.713796058269066,285.1110000,282.9734874,41.3217991,33.220841022368674,0.3963368652910621,
Kepler-203 b,3.374334306820134,703.3020000,297.0899590,41.3880686,30.370984108208106,0.06114016453813582,
Kepler-203 c,3.374334306820134,703.3020000,297.0899590,41.3880686,31.21647185572215,0.08673372178665778,
Kepler-203 d,3.374334306820134,703.3020000,297.0899590,41.3880686,33.46149498649039,0.1421864291584554,
Kepler-204 b,2.3764624913971097,686.7230000,285.3471620,41.7618450,32.41563414981836,0.17037437219956228,
Kepler-204 c,2.3764624913971097,686.7230000,285.3471620,41.7618450,34.016272807711154,0.2519210802608912,
Kepler-205 b,2.851423281647767,159.7200000,285.2866912,41.8609357,30.523172602100328,0.20035061357375408,
Kepler-205 c,2.851423281647767,159.7200000,285.2866912,41.8609357,33.249887360101894,0.7638367142499374,
Kepler-206 b,3.3879250520471897,594.4470000,291.6346564,41.8338415,32.684874230180924,0.13121438917178488,
Kepler-206 c,3.3879250520471897,594.4470000,291.6346564,41.8338415,32.6070560090909,0.18672816920600155,
Kepler-206 d,3.3879250520471897,594.4470000,291.6346564,41.8338415,34.303510662023776,0.27420442865385813,
Kepler-207 b,3.3513513513513513,875.5190000,290.0305195,42.1660555,29.60979917441525,0.03312321034723405,
Kepler-207 c,3.3513513513513513,875.5190000,290.0305195,42.1660555,30.614114534119174,0.050255905354424056,
Kepler-207 d,3.3513513513513513,875.5190000,290.0305195,42.1660555,29.840712041619227,0.0776682173659281,
Kepler-208 b,4.313197636244254,775.3280000,293.8901979,42.5279413,31.275338224061695,0.06964794254818606,
Kepler-208 c,4.313197636244254,775.3280000,293.8901979,42.5279413,32.447368902148376,0.10189236039456849,
Kepler-208 d,4.313197636244254,775.3280000,293.8901979,42.5279413,33.34258734025438,0.13284700152709564,
Kepler-208 e,4.313197636244254,775.3280000,293.8901979,42.5279413,33.425868526021105,0.17025052622889925,
Kepler-209 b,2.4511155450752766,576.9460000,291.1694567,42.6407281,32.90656440460338,0.21145826472494825,
Kepler-209 c,2.4511155450752766,576.9460000,291.1694567,42.6407281,33.606558877256,0.4003840914054348,
Kepler-21 b,3.5174640235916472,108.5220000,287.3619673,38.7141384,25.477861326676702,0.3999189104513371,
Kepler-210 b,2.754770783066462,232.7500000,292.5034196,43.0832188,29.423320686505384,0.13748657357679916,
Kepler-210 c,2.754770783066462,232.7500000,292.5034196,43.0832188,30.671254794372096,0.30075187969924816,
Kepler-211 b,2.561585008783916,309.3530000,285.4391183,43.1685051,31.465660908256766,0.1551625489327726,
Kepler-211 c,2.561585008783916,309.3530000,285.4391183,43.1685051,31.970317342961668,0.2004182923714979,
Kepler-212 b,2.367053998632946,687.1940000,287.6208165,43.1416239,33.67443316209895,0.19354068865560528,
Kepler-212 c,2.367053998632946,687.1940000,287.6208165,43.1416239,32.633406360149294,0.3012249815918067,
Kepler-213 b,2.404494382022472,634.9390000,290.8241931,44.6472832,30.552244878089923,0.056698359999937,
Kepler-213 c,2.404494382022472,634.9390000,290.8241931,44.6472832,30.75160243827839,0.0897724033332336,
Kepler-214 b,2.2968066137137297,1208.4400000,284.7548499,44.9560500,32.656821671809425,0.10757671046969647,
Kepler-214 c,2.2968066137137297,1208.4400000,284.7548499,44.9560500,33.967418079424085,0.1605375525470855,
Kepler-215 b,4.3939710751001915,485.9970000,294.9735313,45.2136867,32.3651288045629,0.17284057308995734,
Kepler-215 c,4.3939710751001915,485.9970000,294.9735313,45.2136867,32.81683333257471,0.23251172332339498,
Kepler-215 d,4.3939710751001915,485.9970000,294.9735313,45.2136867,33.235176584241024,0.38066078597192987,
Kepler-215 e,4.3939710751001915,485.9970000,294.9735313,45.2136867,35.060765443901246,0.6460945232172215,
Kepler-216 b,2.313413232638319,1187.4700000,293.7280695,46.1291139,31.800103592060168,0.0665279964967536,
Kepler-216 c,2.313413232638319,1187.4700000,293.7280695,46.1291139,32.420634070773964,0.11452920915896823,
Kepler-217 b,3.296386323124291,1104.6400000,293.0377331,46.2775223,30.591349914940118,0.05884269988412514,
Kepler-217 c,3.296386323124291,1104.6400000,293.0377331,46.2775223,31.67939883817614,0.08056923522595597,
Kepler-217 d,3.2616306576249805,1104.6400000,293.0377331,46.2775223,no data,no data,
Kepler-218 b,3.4540167211922936,656.3800000,295.4128785,46.2665801,31.610788028399725,0.07008135531247144,
Kepler-218 c,3.4540167211922936,656.3800000,295.4128785,46.2665801,33.63591761073165,0.3778299155976721,
Kepler-218 d,3.443522194153735,656.3800000,295.4128785,46.2665801,no data,no data,
Kepler-219 b,3.38264777048047,787.0700000,288.7389481,46.7625929,30.366571645438288,0.0724204962709797,
Kepler-219 c,3.38264777048047,787.0700000,288.7389481,46.7625929,32.254312034816806,0.20963827867915177,
Kepler-219 d,3.38264777048047,787.0700000,288.7389481,46.7625929,33.86562036761224,0.345585526065026,
Kepler-22 b,7.848669256623918,194.6420000,289.2172051,47.8841427,34.80099111950292,4.171761490325829,
Kepler-220 b,4.727115716753023,171.1090000,291.5060432,46.8956262,31.933671510981267,0.2688344856202771,
Kepler-220 c,4.727115716753023,171.1090000,291.5060432,46.8956262,31.58687714632443,0.4441613240682839,
Kepler-220 d,4.727115716753023,171.1090000,291.5060432,46.8956262,34.26711509052396,0.9526091555675037,
Kepler-220 e,4.727115716753023,171.1090000,291.5060432,46.8956262,34.31359143786822,1.320795516308318,
Kepler-221 b,4.525843982452795,385.2310000,296.6547477,46.8352242,30.75933551534085,0.09604626834289037,
Kepler-221 c,4.525843982452795,385.2310000,296.6547477,46.8352242,30.603229403406814,0.15315486033055492,
Kepler-221 d,4.525843982452795,385.2310000,296.6547477,46.8352242,31.600090474855953,0.22583852286030978,
Kepler-221 e,4.525843982452795,385.2310000,296.6547477,46.8352242,32.55324546605204,0.33745986174529047,
Kepler-222 b,3.472482974415608,758.8540000,287.9060885,46.9377479,31.42807822075256,0.0632532740158186,
Kepler-222 c,3.472482974415608,758.8540000,287.9060885,46.9377479,31.98292450579771,0.11991766532165607,
Kepler-222 d,3.472482974415608,758.8540000,287.9060885,46.9377479,33.96153814168787,0.2371997775593197,
Kepler-223 b,4.5,1859.7100000,298.3183909,47.2794824,no data,no data,
Kepler-223 c,4.292928610059492,1859.7100000,298.3183909,47.2794824,no data,no data,
Kepler-223 d,3.874074937357963,1859.7100000,298.3183909,47.2794824,no data,no data,
Kepler-223 e,3.680529300567108,1859.7100000,298.3183909,47.2794824,no data,no data,
Kepler-224 b,4.594260661618175,782.0880000,290.9342679,47.3575414,33.09815142878022,0.04858788269350764,
Kepler-224 c,4.594260661618175,782.0880000,290.9342679,47.3575414,32.260674444689116,0.07416045253219587,
Kepler-224 d,4.594260661618175,782.0880000,290.9342679,47.3575414,33.852618300103245,0.11379793578216263,
Kepler-224 e,4.594260661618175,782.0880000,290.9342679,47.3575414,34.909084741969856,0.15854993299986703,
Kepler-225 b,3,561.1010000,292.1939846,47.4570808,34.752341351759526,0.09980377864234781,
Kepler-225 c,3,561.1010000,292.1939846,47.4570808,35.309833225852245,0.19782534695179654,
Kepler-226 b,3.436007898043439,980.1380000,292.3760942,47.8809596,33.08513824579377,0.047952431188261244,
Kepler-226 c,3.436007898043439,980.1380000,292.3760942,47.8809596,32.713318128815715,0.05917534061530111,
Kepler-226 d,3.436007898043439,980.1380000,292.3760942,47.8809596,34.64857625499686,0.0775401014959118,
Kepler-227 b,2.366586949094636,1083.0600000,291.9342748,48.1416760,33.04371804902908,0.08309788931361144,
Kepler-227 c,2.366586949094636,1083.0600000,291.9342748,48.1416760,35.63392951841765,0.2677598655660813,
Kepler-228 b,3.323845771967566,1644.6100000,296.2860853,48.2246328,32.9907682759627,0.02310578191790151,
Kepler-228 c,3.323845771967566,1644.6100000,296.2860853,48.2246328,32.4385053443457,0.03161843841397049,
Kepler-228 d,3.323845771967566,1644.6100000,296.2860853,48.2246328,33.00500749032683,0.061412736150211915,
Kepler-229 b,3.5625,826.2650000,286.9994758,48.3757867,33.58315249034688,0.0750364592473359,
Kepler-229 c,3.5625,826.2650000,286.9994758,48.3757867,33.214411241860645,0.14160106019255325,
Kepler-229 d,3.5625,826.2650000,286.9994758,48.3757867,35.11811720353517,0.26625840378086935,
Kepler-23 b,6.0376898824863865,835.7560000,294.2189131,49.4792536,no data,no data,
Kepler-23 c,4.872683596431022,835.7560000,294.2189131,49.4792536,no data,no data,
Kepler-23 d,5.6998567705533825,835.7560000,294.2189131,49.4792536,no data,no data,
Kepler-230 b,2.4316392269148173,740.7540000,285.7185682,48.5058038,33.635426287691686,0.25784538456761624,
Kepler-230 c,2.4316392269148173,740.7540000,285.7185682,48.5058038,36.7280745929212,0.5129908174643674,
Kepler-231 b,3,316.6180000,293.9733913,50.5318460,34.082235529977545,0.2337201296199205,
Kepler-231 c,3,316.6180000,293.9733913,50.5318460,34.783045158610136,0.36005533481987756,
Kepler-232 b,2.3682230203523176,1349.1300000,295.8161668,51.1217249,31.897522663579267,0.04002579440083609,
Kepler-232 c,2.3682230203523176,1349.1300000,295.8161668,51.1217249,32.783920446036745,0.0748630598978601,
Kepler-233 b,2.4925373134328357,856.4170000,296.3665054,51.3194548,33.09472970483749,0.08990947167092667,
Kepler-233 c,2.4925373134328357,856.4170000,296.3665054,51.3194548,35.71487047626458,0.3351171216825448,
Kepler-234 b,2.2853470437017993,1733.1000000,291.6535379,38.4946597,31.02959878327148,0.023080030004039007,
Kepler-234 c,2.2853470437017993,1733.1000000,291.6535379,38.4946597,32.56622549049993,0.04442905775777509,
Kepler-235 b,4.880141010575793,428.0180000,286.0790779,39.2782370,32.77979175206082,0.08644496259503105,
Kepler-235 c,4.880141010575793,428.0180000,286.0790779,39.2782370,35.20882438194158,0.15186277212640592,
Kepler-235 d,4.880141010575793,428.0180000,286.0790779,39.2782370,35.55333729506161,0.2850347415295619,
Kepler-235 e,4.880141010575793,428.0180000,286.0790779,39.2782370,36.59044059190714,0.49764262250653013,
Kepler-236 b,3,288.7630000,283.8664285,39.8981928,34.21237596813475,0.22509809082188512,
Kepler-236 c,3,288.7630000,283.8664285,39.8981928,35.22502712467599,0.45712227674598205,
Kepler-237 b,2.6457519029006376,657.8220000,283.2213438,40.4217620,33.551061905369835,0.07600840348908976,
Kepler-237 c,2.6457519029006376,657.8220000,283.2213438,40.4217620,33.468282515748214,0.10793193295450744,
Kepler-238 b,5.391062423926273,1798.7500000,287.8971066,40.6378141,31.877471516533944,0.01890201528839472,
Kepler-238 c,5.391062423926273,1798.7500000,287.8971066,40.6378141,32.712563395912234,0.038359972202918695,
Kepler-238 d,5.391062423926273,1798.7500000,287.8971066,40.6378141,33.27810477134877,0.06393328700486449,
Kepler-238 e,6.487015829039756,1798.7500000,287.8971066,40.6378141,no data,no data,
Kepler-238 f,6.074074074074074,1798.7500000,287.8971066,40.6378141,no data,no data,
Kepler-239 b,2.628001628001628,648.1090000,294.2020505,40.6633313,33.41714586828079,0.14658028202046258,
Kepler-239 c,2.628001628001628,648.1090000,294.2020505,40.6633313,35.5076128097054,0.4135106903314103,
Kepler-24 b,7.532976600315236,1156.8100000,290.4132621,38.3437283,no data,no data,
Kepler-24 c,7.084615894306243,1156.8100000,290.4132621,38.3437283,no data,no data,
Kepler-24 d,4.356622011192131,1156.8100000,290.4132621,38.3437283,32.5775759717184,0.04408675581988399,
Kepler-24 e,4.356622011192131,1156.8100000,290.4132621,38.3437283,33.63247889938245,0.11929357457145082,
Kepler-240 b,2.60481444332999,746.9270000,291.1587635,40.7502108,33.788910798062545,0.06426330819477674,
Kepler-240 c,2.60481444332999,746.9270000,291.1587635,40.7502108,33.70035264151049,0.09907260013361413,
Kepler-241 b,2.7024898914662696,,292.9131121,41.0609786,33.85016710983504,no data,
Kepler-241 c,2.7024898914662696,,292.9131121,41.0609786,35.15395085117639,no data,
Kepler-242 b,2.593625498007968,600.2410000,286.5656932,41.8084168,32.89441122723374,0.12494981182558339,
Kepler-242 c,2.593625498007968,600.2410000,286.5656932,41.8084168,34.28428995834986,0.18159372651984787,
